StudentID,Name,AcademicInterest,ExtracurricularActivities,Skills,Location,YearOfStudy,Major,GPA,Languages,ClubMemberships,ResearchInterests
661,Student 661,History,Debate Club,"Problem Solving, Leadership, Data Analysis, Public Speaking, Artistic, Programming",San Francisco,Sophomore,Physics,2.19,"Spanish, French, Japanese","Debate Club, Art Club, Sports Team, Coding Club",Robotics
662,Student 662,Computer Science,Debate Club,"Data Analysis, Artistic, Leadership, Programming, Problem Solving",Houston,Graduate,Computer Science,2.38,"French, Chinese","Sports Team, Debate Club, Coding Club",Human-Computer Interaction
663,Student 663,Biology,Volunteer Group,"Programming, Public Speaking",New York,Sophomore,Mathematics,3.63,"German, Chinese, English, French","Art Club, Volunteer Group, Coding Club, Debate Club, Music Club, Sports Team",Bioinformatics
664,Student 664,Biology,Art Club,"Leadership, Public Speaking, Programming",Los Angeles,Junior,Physics,2.02,"Spanish, French, Japanese, Chinese","Sports Team, Art Club",Nanotechnology
665,Student 665,Biology,Sports Team,Artistic,Houston,Graduate,Psychology,3.91,"Chinese, Japanese",Debate Club,Urban Planning
666,Student 666,Psychology,Coding Club,"Data Analysis, Problem Solving, Public Speaking, Leadership, Programming",Boston,Freshman,Physics,3.87,"Chinese, English","Music Club, Coding Club, Sports Team, Debate Club",Renewable Energy
667,Student 667,Biology,Debate Club,"Data Analysis, Leadership, Artistic, Public Speaking, Programming",San Francisco,Junior,Mathematics,2.08,"German, French","Debate Club, Coding Club, Volunteer Group",Data Science
668,Student 668,Physics,Coding Club,"Programming, Problem Solving, Data Analysis, Artistic, Leadership, Public Speaking",Los Angeles,Junior,History,2.09,"Spanish, German, English, Japanese, Chinese","Volunteer Group, Art Club, Coding Club, Sports Team, Music Club",Educational Technology
669,Student 669,History,Sports Team,"Data Analysis, Problem Solving, Programming, Leadership",Houston,Junior,Biology,3.54,English,"Sports Team, Coding Club",Urban Planning
670,Student 670,Mathematics,Art Club,Data Analysis,New York,Graduate,Psychology,3.54,"German, Japanese",Art Club,Political Science
671,Student 671,Mathematics,Art Club,"Public Speaking, Leadership, Data Analysis, Programming, Problem Solving",Chicago,Junior,Psychology,3.18,"German, Japanese, English","Volunteer Group, Music Club, Art Club, Coding Club, Debate Club, Sports Team",Natural Language Processing
672,Student 672,Physics,Volunteer Group,"Data Analysis, Public Speaking, Problem Solving",Chicago,Junior,Physics,3.38,"German, Japanese, English, Chinese, Spanish","Art Club, Music Club",Healthcare Management
673,Student 673,Biology,Volunteer Group,"Leadership, Public Speaking, Programming, Problem Solving",Chicago,Graduate,Computer Science,2.41,French,"Music Club, Coding Club, Debate Club",Quantum Computing
674,Student 674,Biology,Debate Club,"Leadership, Artistic, Programming",New York,Freshman,Computer Science,3.24,"German, Chinese, French, Japanese, English","Art Club, Music Club",Machine Learning
675,Student 675,Computer Science,Volunteer Group,"Problem Solving, Data Analysis, Public Speaking, Leadership, Programming, Artistic",San Francisco,Graduate,Biology,2.56,Spanish,"Music Club, Art Club, Coding Club, Debate Club, Sports Team, Volunteer Group",Robotics
676,Student 676,Computer Science,Volunteer Group,"Leadership, Public Speaking, Problem Solving",Houston,Graduate,Mathematics,2.93,"Japanese, Spanish","Music Club, Debate Club, Coding Club, Sports Team, Volunteer Group",Behavioral Economics
677,Student 677,Mathematics,Music Club,Data Analysis,San Francisco,Junior,Mathematics,2.17,"Spanish, German, English, French",Volunteer Group,Astrophysics
678,Student 678,Physics,Volunteer Group,Problem Solving,Los Angeles,Graduate,Biology,2.19,"Spanish, English, French, Chinese","Debate Club, Music Club",Human-Computer Interaction
679,Student 679,Physics,Volunteer Group,"Problem Solving, Data Analysis, Public Speaking, Leadership",Houston,Freshman,Psychology,2.75,"Japanese, German, English","Volunteer Group, Debate Club",Robotics
680,Student 680,Mathematics,Volunteer Group,"Programming, Leadership, Data Analysis, Artistic, Public Speaking, Problem Solving",Chicago,Freshman,Physics,3.14,"Spanish, German, Chinese, French, Japanese","Debate Club, Music Club, Coding Club, Sports Team, Volunteer Group",Natural Language Processing
681,Student 681,Computer Science,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking, Programming",Chicago,Senior,Biology,3.05,"Chinese, Spanish","Sports Team, Art Club",Environmental Sustainability
682,Student 682,History,Music Club,"Programming, Public Speaking, Data Analysis",Houston,Sophomore,Mathematics,3.86,"Spanish, French, German, English, Chinese","Sports Team, Music Club, Coding Club, Volunteer Group, Debate Club, Art Club",Urban Planning
683,Student 683,Computer Science,Art Club,"Problem Solving, Data Analysis, Public Speaking, Programming",Los Angeles,Junior,Biology,2.68,"German, French, Japanese, Chinese, English",Debate Club,Environmental Sustainability
684,Student 684,Biology,Music Club,"Leadership, Problem Solving, Data Analysis",Houston,Graduate,Computer Science,3.47,"English, German, French",Music Club,Cybersecurity
685,Student 685,Computer Science,Art Club,"Artistic, Data Analysis",Houston,Junior,History,3.13,French,"Art Club, Music Club, Sports Team, Coding Club",Sustainable Agriculture
686,Student 686,Computer Science,Sports Team,"Leadership, Artistic",Los Angeles,Graduate,Mathematics,2.14,"Japanese, French, German, Chinese, Spanish, English","Art Club, Music Club, Coding Club",Biomedical Engineering
687,Student 687,Psychology,Debate Club,Data Analysis,Boston,Junior,Biology,3.94,"German, Chinese, Spanish, Japanese",Coding Club,Behavioral Economics
688,Student 688,Psychology,Art Club,"Artistic, Public Speaking, Data Analysis, Leadership",Houston,Senior,Mathematics,2.29,French,"Coding Club, Sports Team, Music Club, Volunteer Group, Art Club, Debate Club",Human-Computer Interaction
689,Student 689,Computer Science,Music Club,"Artistic, Data Analysis, Problem Solving, Public Speaking, Programming, Leadership",Chicago,Sophomore,History,3.06,"English, Japanese, German, Chinese","Art Club, Debate Club, Volunteer Group",Renewable Energy
690,Student 690,Mathematics,Coding Club,"Programming, Leadership, Problem Solving",Houston,Junior,Biology,2.88,German,"Music Club, Volunteer Group",Data Science
691,Student 691,History,Coding Club,"Data Analysis, Leadership, Artistic, Problem Solving, Programming",Houston,Graduate,Psychology,3.31,"English, Japanese","Music Club, Volunteer Group, Art Club, Coding Club, Sports Team",Blockchain Technology
692,Student 692,Psychology,Sports Team,"Data Analysis, Artistic, Public Speaking, Programming, Leadership",Boston,Senior,Mathematics,3.02,"Japanese, French, Spanish, German","Coding Club, Music Club, Sports Team, Volunteer Group, Debate Club, Art Club",Healthcare Management
693,Student 693,Computer Science,Coding Club,Leadership,Boston,Sophomore,Computer Science,2.42,"Spanish, German, English, French, Japanese, Chinese","Volunteer Group, Music Club, Sports Team, Coding Club, Art Club, Debate Club",Bioinformatics
694,Student 694,Physics,Debate Club,"Leadership, Data Analysis, Programming, Problem Solving, Artistic, Public Speaking",Chicago,Junior,Biology,2.43,English,Debate Club,Artificial Intelligence
695,Student 695,Physics,Coding Club,"Problem Solving, Leadership, Programming, Artistic, Data Analysis, Public Speaking",New York,Graduate,Biology,2.45,"French, Japanese",Art Club,Social Sciences
696,Student 696,Mathematics,Debate Club,Programming,San Francisco,Sophomore,Computer Science,2.14,"Chinese, German, French, Spanish",Debate Club,Human-Computer Interaction
697,Student 697,Psychology,Volunteer Group,"Artistic, Data Analysis, Programming, Problem Solving, Public Speaking",Houston,Senior,Mathematics,3.85,"Chinese, English","Debate Club, Sports Team, Volunteer Group, Music Club",Machine Learning
698,Student 698,History,Art Club,"Leadership, Programming, Public Speaking",Chicago,Senior,Computer Science,3.7,"Chinese, German","Sports Team, Volunteer Group, Coding Club, Music Club, Debate Club",Sustainable Agriculture
699,Student 699,Biology,Coding Club,"Public Speaking, Problem Solving, Artistic, Data Analysis, Leadership",Los Angeles,Junior,Biology,2.97,"Spanish, Chinese, German",Volunteer Group,Sustainable Agriculture
700,Student 700,Physics,Music Club,"Problem Solving, Programming, Leadership, Data Analysis, Artistic",New York,Freshman,Psychology,3.77,"Japanese, French, German","Volunteer Group, Coding Club, Sports Team, Debate Club, Music Club, Art Club",Bioinformatics
701,Student 701,History,Volunteer Group,"Programming, Artistic, Leadership, Problem Solving",New York,Graduate,History,2.95,"Japanese, French, Chinese, Spanish, German","Coding Club, Art Club, Music Club",Bioinformatics
702,Student 702,Biology,Sports Team,"Public Speaking, Artistic, Programming, Leadership",San Francisco,Senior,Physics,3.09,English,"Music Club, Sports Team, Coding Club",Natural Language Processing
703,Student 703,Mathematics,Debate Club,"Artistic, Leadership, Public Speaking, Programming, Problem Solving",New York,Freshman,Mathematics,3.58,"German, English",Sports Team,Social Sciences
704,Student 704,Physics,Debate Club,"Leadership, Data Analysis",New York,Senior,Computer Science,2.02,Chinese,"Coding Club, Debate Club, Music Club",Robotics
705,Student 705,Biology,Sports Team,Leadership,Boston,Freshman,Computer Science,3.11,French,"Coding Club, Music Club, Art Club, Sports Team, Volunteer Group",Natural Language Processing
706,Student 706,Biology,Debate Club,"Leadership, Programming, Problem Solving, Artistic",New York,Sophomore,Computer Science,2.33,"Japanese, Chinese, English, Spanish, German","Sports Team, Debate Club, Music Club, Art Club, Coding Club, Volunteer Group",Astrophysics
707,Student 707,Physics,Debate Club,"Programming, Artistic, Public Speaking, Problem Solving, Data Analysis, Leadership",San Francisco,Graduate,Physics,3.82,"Chinese, French","Debate Club, Volunteer Group, Coding Club",Nanotechnology
708,Student 708,Physics,Debate Club,"Leadership, Data Analysis, Programming, Public Speaking, Problem Solving",San Francisco,Senior,Computer Science,3.24,"French, English, Chinese","Volunteer Group, Debate Club, Sports Team, Art Club",Political Science
709,Student 709,Mathematics,Sports Team,"Leadership, Problem Solving, Artistic",San Francisco,Graduate,History,3.07,"Spanish, English, French, German, Chinese, Japanese","Volunteer Group, Art Club, Debate Club, Coding Club, Music Club, Sports Team",Cognitive Psychology
710,Student 710,Biology,Music Club,"Public Speaking, Data Analysis, Problem Solving, Artistic, Leadership",Los Angeles,Junior,Computer Science,2.51,"Spanish, German, Chinese, Japanese, French, English","Sports Team, Volunteer Group, Debate Club, Music Club, Art Club",Educational Technology
711,Student 711,Psychology,Volunteer Group,"Public Speaking, Leadership, Problem Solving, Programming, Data Analysis",San Francisco,Junior,Biology,2.82,German,"Music Club, Sports Team",Behavioral Economics
712,Student 712,Mathematics,Art Club,"Problem Solving, Leadership, Public Speaking, Artistic, Programming",Houston,Sophomore,Biology,2.86,"Spanish, Chinese, German, English, Japanese","Debate Club, Art Club",Environmental Sustainability
713,Student 713,History,Volunteer Group,Problem Solving,Houston,Sophomore,Mathematics,3.21,Chinese,"Debate Club, Art Club",Machine Learning
714,Student 714,Biology,Volunteer Group,"Programming, Data Analysis, Problem Solving, Artistic, Public Speaking",Los Angeles,Senior,Physics,3.63,Japanese,"Music Club, Sports Team, Debate Club, Art Club, Volunteer Group",Political Science
715,Student 715,Mathematics,Sports Team,"Public Speaking, Data Analysis, Artistic, Problem Solving",New York,Freshman,Psychology,3.0,"English, German","Sports Team, Volunteer Group, Music Club, Debate Club, Art Club",Human-Computer Interaction
716,Student 716,Mathematics,Volunteer Group,"Public Speaking, Data Analysis",Los Angeles,Graduate,Biology,2.5,"English, Chinese, French, Spanish","Art Club, Sports Team, Music Club, Debate Club, Coding Club",Educational Technology
717,Student 717,Psychology,Coding Club,"Data Analysis, Leadership, Problem Solving, Programming, Artistic, Public Speaking",New York,Freshman,Physics,3.85,Spanish,"Music Club, Art Club, Sports Team, Debate Club, Coding Club, Volunteer Group",Environmental Sustainability
718,Student 718,History,Sports Team,"Programming, Data Analysis, Problem Solving, Leadership",New York,Freshman,Physics,3.01,"Japanese, German, Spanish, French","Art Club, Volunteer Group, Sports Team",Climate Change
719,Student 719,Computer Science,Art Club,Data Analysis,Houston,Sophomore,Computer Science,3.45,"Chinese, German, Spanish, Japanese, French","Debate Club, Sports Team, Art Club, Coding Club, Volunteer Group, Music Club",Data Science
720,Student 720,History,Debate Club,"Problem Solving, Programming, Leadership, Data Analysis, Public Speaking",Los Angeles,Freshman,Computer Science,3.46,"German, Spanish, English, Japanese, French","Coding Club, Sports Team",Nanotechnology
721,Student 721,History,Music Club,"Public Speaking, Programming, Data Analysis",San Francisco,Senior,Psychology,2.29,"French, Japanese, German, Chinese","Volunteer Group, Music Club, Art Club, Coding Club",Biomedical Engineering
722,Student 722,Mathematics,Debate Club,"Leadership, Problem Solving, Public Speaking",Houston,Sophomore,Biology,2.67,"German, French, English, Japanese, Spanish, Chinese","Sports Team, Coding Club, Art Club, Volunteer Group, Debate Club, Music Club",Nanotechnology
723,Student 723,Physics,Debate Club,"Data Analysis, Programming, Artistic",New York,Freshman,Psychology,3.13,"Chinese, English, German, Spanish, Japanese","Debate Club, Sports Team, Music Club, Coding Club, Art Club, Volunteer Group",Human-Computer Interaction
724,Student 724,Mathematics,Debate Club,Leadership,Boston,Sophomore,Computer Science,2.2,"Spanish, Japanese, Chinese","Sports Team, Art Club",Behavioral Economics
725,Student 725,Computer Science,Volunteer Group,"Data Analysis, Programming",San Francisco,Senior,Biology,2.52,"German, Chinese, Spanish, French","Volunteer Group, Coding Club, Debate Club",Cognitive Psychology
